"Relative Time (Process)","base_config_0118 - system/gpu.process.0.gpu","base_config_0118 - system/gpu.process.0.gpu__MIN","base_config_0118 - system/gpu.process.0.gpu__MAX"
"8164.170598","98.47","98.47","98.47"
"8192.983022","100","100","100"
"8194.174768","98.33","98.33","98.33"
"8222.984321","99.93","99.93","99.93"
"8224.175706","100","100","100"
"8252.985522","99.73","99.73","99.73"
"8254.176692","99.6","99.6","99.6"
"8282.987992","99.4","99.4","99.4"
"8284.177917","94.27","94.27","94.27"
"8312.990132","99.6","99.6","99.6"
"8314.182","100","100","100"
"8342.991424","100","100","100"
"8344.182971","99.93","99.93","99.93"
"8372.992274","100","100","100"
"8374.184044","100","100","100"
"8402.993258","99.6","99.6","99.6"
"8404.185042","99.87","99.87","99.87"
"8432.995182","100","100","100"
"8462.997245","93.4","93.4","93.4"
"8464.197714","100","100","100"
"8492.99914","98.93","98.93","98.93"
"8494.217119","99.87","99.87","99.87"
"8523.000759","93.67","93.67","93.67"
"8524.243795","94.6","94.6","94.6"
"8553.002803","90.27","90.27","90.27"
"8554.244731","99.67","99.67","99.67"
"8583.005785","93.93","93.93","93.93"
"8584.245899","100","100","100"
"8613.007955","92.27","92.27","92.27"
"8614.247034","99.87","99.87","99.87"
"8643.098088","100","100","100"
"8644.249009","93.33","93.33","93.33"
"8674.265142","98.67","98.67","98.67"
"8703.722413","93.4","93.4","93.4"
"8704.267403","99.8","99.8","99.8"
"8733.725477","96.93","96.93","96.93"
"8734.269877","99.93","99.93","99.93"
"8763.72736","93.13","93.13","93.13"
"8764.27363","100","100","100"
"8793.731199","100","100","100"
"8794.276207","100","100","100"
"8823.737517","100","100","100"
"8824.284807","94.33","94.33","94.33"
"8853.740904","94.07","94.07","94.07"
"8854.290653","93.33","93.33","93.33"
"8883.74475","95.6","95.6","95.6"
"8884.295814","100","100","100"
"8913.765512","91","91","91"
"8914.299554","86.6","86.6","86.6"
"8943.767632","93.2","93.2","93.2"
"8944.301545","94.6","94.6","94.6"
"8973.769862","96.87","96.87","96.87"
"8974.303637","100","100","100"
"9003.774512","100","100","100"
"9004.304846","100","100","100"
"9033.84069","92.6","92.6","92.6"
"9034.311567","99.67","99.67","99.67"
"9063.925482","84.93","84.93","84.93"
"9064.314973","98.47","98.47","98.47"
"9093.928188","99.93","99.93","99.93"
"9094.318464","100","100","100"
"9123.930946","95.93","95.93","95.93"
"9124.322148","96.27","96.27","96.27"
"9153.934295","100","100","100"
"9154.324807","99.67","99.67","99.67"
"9183.936607","88.87","88.87","88.87"
"9184.326403","100","100","100"
"9213.939556","99.47","99.47","99.47"
"9214.327482","100","100","100"
"9243.943669","99.73","99.73","99.73"
"9273.944663","100","100","100"
"9274.329969","100","100","100"
"9303.946022","99.67","99.67","99.67"
"9304.332107","100","100","100"
"9333.948092","99.67","99.67","99.67"
"9334.335772","100","100","100"
"9363.949011","99.6","99.6","99.6"
"9364.33713","100","100","100"
"9393.950153","99.93","99.93","99.93"
"9394.338145","100","100","100"
"9423.95238","100","100","100"
"9424.339085","100","100","100"
"9453.953561","99.93","99.93","99.93"
"9454.340328","99.73","99.73","99.73"
"9484.341546","99.93","99.93","99.93"
"9514.005805","99.67","99.67","99.67"
"9514.342414","100","100","100"
"9544.115543","97.73","97.73","97.73"
"9544.343251","99.33","99.33","99.33"
"9574.117993","100","100","100"
"9574.344473","100","100","100"
"9604.199506","99.93","99.93","99.93"
"9604.359339","100","100","100"
"9634.235789","100","100","100"
"9634.365612","100","100","100"
"9664.239293","99.67","99.67","99.67"
"9664.369644","100","100","100"
"9694.242716","99.87","99.87","99.87"
"9694.371683","99.4","99.4","99.4"
"9724.245786","93.33","93.33","93.33"
"9724.514871","98.73","98.73","98.73"
"9754.24677","99.73","99.73","99.73"
"9754.532099","92.47","92.47","92.47"
"9784.249797","100","100","100"
"9784.535665","99.93","99.93","99.93"
"9814.253387","99.27","99.27","99.27"
"9814.539949","100","100","100"
"9844.257018","99.93","99.93","99.93"
"9844.541048","88.8","88.8","88.8"
"9874.258056","100","100","100"
"9874.546378","100","100","100"
"9904.262316","45.27","45.27","45.27"
"9904.552629","99.87","99.87","99.87"
"9934.31762","62.4","62.4","62.4"
"9934.556075","100","100","100"
"9964.557028","94.87","94.87","94.87"
"9964.736125","53.67","53.67","53.67"
"9994.561043","95.87","95.87","95.87"
"9994.738766","99.73","99.73","99.73"
"10024.742735","100","100","100"
"10054.565754","100","100","100"
"10054.745228","100","100","100"
"10084.568092","99.73","99.73","99.73"
"10084.7474","95.2","95.2","95.2"
"10114.57155","100","100","100"
"10114.751567","100","100","100"
"10144.573887","99.87","99.87","99.87"
"10144.753463","97.27","97.27","97.27"
"10174.57571","99.93","99.93","99.93"
"10174.756277","94.53","94.53","94.53"
"10204.578627","93.07","93.07","93.07"
"10234.597164","99.53","99.53","99.53"
"10234.761704","99.6","99.6","99.6"
"10264.61373","100","100","100"
"10264.765425","93.73","93.73","93.73"
"10294.614955","100","100","100"
"10294.767328","98.67","98.67","98.67"
"10324.617145","95.87","95.87","95.87"
"10324.77651","100","100","100"
"10354.639769","98.13","98.13","98.13"
"10354.783985","100","100","100"
"10384.643454","99.6","99.6","99.6"
"10384.786668","100","100","100"
"10414.649026","100","100","100"
"10414.79738","99.73","99.73","99.73"
"10444.65813","100","100","100"
"10444.810097","100","100","100"
"10474.661563","90.4","90.4","90.4"
"10474.816202","98.47","98.47","98.47"
"10504.665487","94.13","94.13","94.13"
"10504.818709","100","100","100"
"10534.667685","93.47","93.47","93.47"
"10534.822193","98.4","98.4","98.4"
"10564.697625","93.27","93.27","93.27"
"10564.823143","100","100","100"
"10594.698871","99.93","99.93","99.93"
"10594.82422","100","100","100"
"10624.703946","99.93","99.93","99.93"
"10624.826298","100","100","100"
"10654.706706","99.27","99.27","99.27"
"10654.827348","100","100","100"
"10684.708838","93.07","93.07","93.07"
"10684.829173","99.53","99.53","99.53"
"10714.830164","99.73","99.73","99.73"
"10744.831158","99.93","99.93","99.93"
"10745.073791","93.67","93.67","93.67"
"10774.832484","99.93","99.93","99.93"
"10775.075973","90.13","90.13","90.13"
"10804.833409","99.93","99.93","99.93"
"10805.076911","100","100","100"
"10834.834421","99.93","99.93","99.93"
"10835.087299","99.27","99.27","99.27"
"10864.836793","99.93","99.93","99.93"
"10865.096319","100","100","100"
"10894.837758","99.6","99.6","99.6"
"10895.124648","87.47","87.47","87.47"
"10924.838834","100","100","100"
"10925.132706","99.8","99.8","99.8"
"10954.839759","100","100","100"
"10955.143358","96.53","96.53","96.53"
"10984.84068","99.73","99.73","99.73"
"10985.155342","87.4","87.4","87.4"
"11014.841715","99.93","99.93","99.93"
"11015.160761","93.87","93.87","93.87"
"11044.842711","100","100","100"
"11045.167606","99.93","99.93","99.93"
"11074.843665","100","100","100"
"11075.170881","87.87","87.87","87.87"
"11105.173055","99.8","99.8","99.8"
"11134.848427","100","100","100"
"11135.176393","91.33","91.33","91.33"
"11164.849772","99.67","99.67","99.67"
"11165.213146","100","100","100"
"11194.852008","100","100","100"
"11195.216639","100","100","100"
"11224.853023","100","100","100"
"11225.223471","100","100","100"
"11254.853968","99.93","99.93","99.93"
"11255.227158","92.4","92.4","92.4"
"11284.856093","100","100","100"
"11285.237824","99.87","99.87","99.87"
"11314.858141","100","100","100"
"11315.266218","100","100","100"
"11344.859096","100","100","100"
"11345.267119","99.33","99.33","99.33"
"11374.861322","99.87","99.87","99.87"
"11375.271379","100","100","100"
"11404.863604","100","100","100"
"11405.275477","100","100","100"
"11434.864768","100","100","100"
"11435.280667","100","100","100"
"11464.865973","100","100","100"
"11494.867242","99.87","99.87","99.87"
"11495.28849","99.33","99.33","99.33"
"11524.868202","100","100","100"
"11525.291702","99.87","99.87","99.87"
"11554.870229","99.67","99.67","99.67"
"11555.298901","100","100","100"
"11584.874697","100","100","100"
"11585.302833","98.27","98.27","98.27"
"11614.884817","100","100","100"
"11615.305018","98.93","98.93","98.93"
"11644.887319","99.6","99.6","99.6"
"11645.309272","99.93","99.93","99.93"
"11674.892165","98.6","98.6","98.6"
"11675.312171","100","100","100"
"11704.893139","100","100","100"
"11705.317068","100","100","100"
"11734.912778","100","100","100"
"11735.32131","96.87","96.87","96.87"
"11764.914156","99.67","99.67","99.67"
"11765.324465","98.67","98.67","98.67"
"11794.915102","97.8","97.8","97.8"
"11795.328845","100","100","100"
"11824.91729","100","100","100"
"11825.331008","99.93","99.93","99.93"
"11854.920699","100","100","100"
"11855.341496","97.33","97.33","97.33"
"11884.924379","100","100","100"
"11885.351502","100","100","100"
"11914.928399","99.07","99.07","99.07"
"11915.355179","99.93","99.93","99.93"
"11944.929352","99.6","99.6","99.6"
"11945.356217","99.93","99.93","99.93"
"11974.930527","100","100","100"
"11975.360052","92.8","92.8","92.8"
"12005.535931","100","100","100"
"12034.933212","99.6","99.6","99.6"
"12035.561562","100","100","100"
"12064.934556","99.93","99.93","99.93"
"12065.563071","98.4","98.4","98.4"
"12094.936343","99.67","99.67","99.67"
"12095.565001","89","89","89"
"12124.938206","100","100","100"
"12125.569563","100","100","100"
"12154.939158","100","100","100"
"12155.572023","90","90","90"
"12184.940315","99.67","99.67","99.67"
"12185.575675","100","100","100"
"12214.942493","95.13","95.13","95.13"
"12215.587274","95.47","95.47","95.47"
"12244.945119","99.8","99.8","99.8"
"12245.588205","100","100","100"
"12274.947381","99.93","99.93","99.93"
"12304.950869","99.93","99.93","99.93"
"12305.592993","99.93","99.93","99.93"
"12334.953336","99.93","99.93","99.93"
"12335.599779","100","100","100"
"12364.956767","97.8","97.8","97.8"
"12365.603677","100","100","100"
"12394.958821","93.2","93.2","93.2"
"12395.605577","99.27","99.27","99.27"
"12424.982877","99.93","99.93","99.93"
"12425.60755","99.13","99.13","99.13"
"12454.983789","100","100","100"
"12455.614034","99.87","99.87","99.87"
"12484.984674","99.93","99.93","99.93"
"12485.622388","100","100","100"
"12514.985639","100","100","100"
"12515.626193","99.13","99.13","99.13"
"12544.986813","99.67","99.67","99.67"
"12545.627231","98.13","98.13","98.13"
"12574.987639","100","100","100"
"12575.632438","99.73","99.73","99.73"
"12604.989795","98.73","98.73","98.73"
"12605.635862","94.6","94.6","94.6"
"12634.991261","97.53","97.53","97.53"
"12635.639398","100","100","100"
"12664.992478","100","100","100"
"12665.642506","100","100","100"
"12694.993449","100","100","100"
"12695.665349","100","100","100"
"12724.995728","94","94","94"
"12725.666738","100","100","100"
"12755.002592","99.8","99.8","99.8"
"12755.668709","97.4","97.4","97.4"
"12785.006077","100","100","100"
"12785.677816","100","100","100"
"12815.007804","100","100","100"
"12815.717243","100","100","100"
"12845.04966","100","100","100"
"12845.718652","100","100","100"
"12875.721766","100","100","100"
"12905.079395","100","100","100"
"12905.725965","98","98","98"
"12935.082837","91.6","91.6","91.6"
"12935.72847","98.93","98.93","98.93"
"12965.086723","94.07","94.07","94.07"
"12965.755971","95.93","95.93","95.93"
"12995.087799","99.87","99.87","99.87"
"12995.759404","94.67","94.67","94.67"
"13025.093633","100","100","100"
"13025.76273","99.8","99.8","99.8"
"13055.096435","98.2","98.2","98.2"
"13055.76474","100","100","100"
"13085.102347","99.87","99.87","99.87"
"13085.766927","100","100","100"
"13115.106009","100","100","100"
"13145.109717","87","87","87"
"13145.779845","99.47","99.47","99.47"
"13175.228964","99.93","99.93","99.93"
"13175.781825","99.53","99.53","99.53"
"13205.240378","96.53","96.53","96.53"
"13205.788161","100","100","100"
"13235.244736","99.67","99.67","99.67"
"13235.792019","100","100","100"
"13265.246689","99.73","99.73","99.73"
"13265.795181","93.53","93.53","93.53"
"13295.247662","95.8","95.8","95.8"
"13295.799683","99.73","99.73","99.73"
"13325.254383","93.33","93.33","93.33"
"13325.804197","99.93","99.93","99.93"
"13355.258321","93.33","93.33","93.33"
"13355.80819","100","100","100"
"13385.26298","100","100","100"
"13385.815062","93.33","93.33","93.33"
"13415.266356","100","100","100"
"13415.821053","100","100","100"
"13445.267334","99.93","99.93","99.93"
"13445.828248","94.67","94.67","94.67"
"13475.270339","100","100","100"
"13475.829167","99.8","99.8","99.8"
"13505.428122","99.73","99.73","99.73"
"13505.831406","99.73","99.73","99.73"
"13535.508342","100","100","100"
"13535.977933","96.8","96.8","96.8"
"13565.51089","100","100","100"
"13566.009095","98.6","98.6","98.6"
"13595.511725","99.73","99.73","99.73"
"13596.013094","99.93","99.93","99.93"
"13625.513671","99.13","99.13","99.13"
"13626.015184","100","100","100"
"13655.519862","96","96","96"
"13656.018183","99.07","99.07","99.07"
"13686.021262","93","93","93"
"13715.528937","100","100","100"
"13716.025356","95.8","95.8","95.8"
"13745.53137","98.8","98.8","98.8"
"13746.028166","100","100","100"
"13775.537349","95.07","95.07","95.07"
"13776.030005","100","100","100"
"13805.539236","93.07","93.07","93.07"
"13806.034037","100","100","100"
"13835.541152","100","100","100"
"13836.0363","100","100","100"
"13865.543214","93.73","93.73","93.73"
"13866.043502","93.27","93.27","93.27"
"13895.545419","99.6","99.6","99.6"
"13896.061575","100","100","100"
"13925.546359","100","100","100"
"13955.548955","100","100","100"
"13956.065802","99.33","99.33","99.33"
"13985.552468","100","100","100"
"13986.082875","100","100","100"
"14015.583566","96.73","96.73","96.73"
"14016.083651","99.73","99.73","99.73"
"14045.591369","99.87","99.87","99.87"
"14046.084622","99.73","99.73","99.73"
"14075.61241","98.73","98.73","98.73"
"14076.086601","73.07","73.07","73.07"
"14105.629106","99.73","99.73","99.73"
"14106.099928","66.4","66.4","66.4"
"14135.632031","99.87","99.87","99.87"
"14136.108562","33.47","33.47","33.47"
"14165.632913","100","100","100"
"14166.110947","99.93","99.93","99.93"
"14195.633894","99.6","99.6","99.6"
"14196.114239","100","100","100"
"14225.636218","100","100","100"
"14226.138123","99.8","99.8","99.8"
"14255.638095","98.33","98.33","98.33"
"14256.142782","95","95","95"
"14285.643874","100","100","100"
"14286.146175","100","100","100"
"14315.648182","92.47","92.47","92.47"
"14316.149276","99.73","99.73","99.73"
"14345.650104","87.73","87.73","87.73"
"14346.152745","100","100","100"
"14375.652414","99.73","99.73","99.73"
"14376.154741","99.67","99.67","99.67"
"14405.653315","100","100","100"
"14406.258334","100","100","100"
"14435.655256","99.93","99.93","99.93"
"14436.263923","100","100","100"
"14465.659536","99.93","99.93","99.93"
"14466.269375","100","100","100"
"14495.662933","100","100","100"
"14496.275367","97.8","97.8","97.8"
"14525.675676","100","100","100"
"14526.277722","100","100","100"
"14556.279647","100","100","100"
"14585.732807","100","100","100"
"14586.284091","98.67","98.67","98.67"
"14615.735829","88.33","88.33","88.33"
"14616.288371","100","100","100"
"14645.740206","99.93","99.93","99.93"
"14646.293681","99.93","99.93","99.93"
"14675.745064","95.53","95.53","95.53"
"14705.746016","96.67","96.67","96.67"
"14706.302864","100","100","100"
"14735.751249","93.6","93.6","93.6"
"14736.305761","100","100","100"
"14765.753427","99.93","99.93","99.93"
"14766.308755","99.53","99.53","99.53"
"14795.759005","93","93","93"
"14796.312167","100","100","100"
"14825.760825","99.73","99.73","99.73"
"14826.313322","99.93","99.93","99.93"
"14855.763939","99.67","99.67","99.67"
"14856.317242","98.07","98.07","98.07"
"14885.765237","100","100","100"
"14886.320023","99.93","99.93","99.93"
"14915.766277","98.8","98.8","98.8"
"14916.322486","98.2","98.2","98.2"
"14945.768292","100","100","100"
"14946.325629","100","100","100"
"14975.769853","93.07","93.07","93.07"
"14976.32695","100","100","100"
"15005.781894","97.4","97.4","97.4"
"15006.330114","99.67","99.67","99.67"
"15035.7841","94.6","94.6","94.6"
"15036.333323","99.93","99.93","99.93"
"15065.786845","100","100","100"
"15066.337054","100","100","100"
"15095.813718","100","100","100"
"15096.339123","100","100","100"
"15125.819106","99.67","99.67","99.67"
"15126.342833","99.6","99.6","99.6"
"15155.82343","97.13","97.13","97.13"
"15156.34617","100","100","100"
"15185.825824","99.93","99.93","99.93"
"15186.348875","100","100","100"
"15215.827754","100","100","100"
"15216.353247","99.93","99.93","99.93"
"15245.829433","87.53","87.53","87.53"
"15246.355088","100","100","100"
"15275.831403","100","100","100"
"15276.356023","100","100","100"
"15305.833166","100","100","100"
"15306.357023","100","100","100"
"15335.836949","99.87","99.87","99.87"
"15336.36417","93.4","93.4","93.4"
"15366.38202","100","100","100"
"15395.843578","93.33","93.33","93.33"
"15396.390104","93.33","93.33","93.33"
"15425.844489","100","100","100"
"15426.395033","100","100","100"
"15455.846583","99.07","99.07","99.07"
"15456.398481","92.87","92.87","92.87"
"15485.85038","95.27","95.27","95.27"
"15486.403552","99.87","99.87","99.87"
"15515.853923","99.73","99.73","99.73"
"15545.855217","93.73","93.73","93.73"
"15546.40841","92.67","92.67","92.67"
"15575.882525","100","100","100"
"15576.409353","99.47","99.47","99.47"
"15605.884535","100","100","100"
"15606.415787","99.93","99.93","99.93"
"15635.888784","99.87","99.87","99.87"
"15636.419842","99.93","99.93","99.93"
"15665.892811","99.73","99.73","99.73"
"15666.423352","100","100","100"
"15695.894582","100","100","100"
"15696.426948","100","100","100"
"15725.899609","59.67","59.67","59.67"
"15726.429852","97.53","97.53","97.53"
"15755.919685","69.47","69.47","69.47"
"15756.433459","100","100","100"
"15785.927802","46.73","46.73","46.73"
"15786.435926","90.67","90.67","90.67"
"15815.930051","99.6","99.6","99.6"
"15816.438196","99.93","99.93","99.93"
"15845.933902","100","100","100"
"15846.440742","99.93","99.93","99.93"
"15875.935908","100","100","100"
"15876.444879","99.67","99.67","99.67"
"15905.945643","99.93","99.93","99.93"
"15906.446201","100","100","100"
"15935.954455","93.33","93.33","93.33"
"15936.452603","98.2","98.2","98.2"
"15965.965859","100","100","100"
"15966.456548","91","91","91"
"15995.972177","100","100","100"
"15996.458589","94.27","94.27","94.27"
"16025.973777","97.07","97.07","97.07"
"16026.461883","92.93","92.93","92.93"
"16056.008399","99.93","99.93","99.93"
"16056.469821","100","100","100"
"16086.011437","97.13","97.13","97.13"
"16086.476217","99.07","99.07","99.07"
"16116.013529","99.67","99.67","99.67"
"16116.481517","99.73","99.73","99.73"
"16146.01448","99.73","99.73","99.73"
"16146.487341","93","93","93"
"16176.015382","100","100","100"
"16176.489464","99.67","99.67","99.67"
"16206.493778","90.53","90.53","90.53"
"16236.017531","99.87","99.87","99.87"
"16236.497289","100","100","100"
"16266.018357","100","100","100"
"16266.501201","99.13","99.13","99.13"
"16296.025393","99.67","99.67","99.67"
"16326.039642","99.33","99.33","99.33"
"16326.507887","100","100","100"
