"Relative Time (Process)","base_config_0118 - system/gpu.process.0.gpu","base_config_0118 - system/gpu.process.0.gpu__MIN","base_config_0118 - system/gpu.process.0.gpu__MAX"
"94564.909517","98","98","98"
"94568.347865","90.13","90.13","90.13"
"94594.913935","90.33","90.33","90.33"
"94598.351745","93.47","93.47","93.47"
"94624.918525","90.2","90.2","90.2"
"94628.405879","99.4","99.4","99.4"
"94654.921131","95.47","95.47","95.47"
"94658.41096","100","100","100"
"94684.923494","100","100","100"
"94688.412894","99.93","99.93","99.93"
"94714.926558","94.4","94.4","94.4"
"94718.417388","99.2","99.2","99.2"
"94744.928746","99.87","99.87","99.87"
"94748.419313","100","100","100"
"94774.931514","96.2","96.2","96.2"
"94778.423429","97.2","97.2","97.2"
"94804.998779","97.4","97.4","97.4"
"94808.426014","100","100","100"
"94835.001753","98.33","98.33","98.33"
"94838.428768","100","100","100"
"94865.00634","99.8","99.8","99.8"
"94895.009966","97.67","97.67","97.67"
"94898.437157","89.8","89.8","89.8"
"94925.011756","91.6","91.6","91.6"
"94928.438111","99.73","99.73","99.73"
"94955.01415","99.53","99.53","99.53"
"94958.44136","95.67","95.67","95.67"
"94985.016582","100","100","100"
"94988.445065","100","100","100"
"95015.041603","100","100","100"
"95018.447436","100","100","100"
"95045.042934","99.27","99.27","99.27"
"95048.45062","100","100","100"
"95078.45283","100","100","100"
"95105.049866","95.93","95.93","95.93"
"95108.45685","98.6","98.6","98.6"
"95135.101618","89.27","89.27","89.27"
"95138.457829","100","100","100"
"95165.111532","93.33","93.33","93.33"
"95168.461546","97.33","97.33","97.33"
"95195.118964","100","100","100"
"95198.465138","100","100","100"
"95225.125926","98.87","98.87","98.87"
"95228.467687","99.87","99.87","99.87"
"95255.129151","100","100","100"
"95258.470851","99","99","99"
"95285.131785","93.4","93.4","93.4"
"95288.472741","99.93","99.93","99.93"
"95315.134308","95.6","95.6","95.6"
"95318.476344","99.2","99.2","99.2"
"95345.137656","100","100","100"
"95348.479944","99.93","99.93","99.93"
"95375.153228","99.73","99.73","99.73"
"95378.482436","100","100","100"
"95405.162304","100","100","100"
"95408.511923","96.27","96.27","96.27"
"95435.164726","97.53","97.53","97.53"
"95438.517143","99.87","99.87","99.87"
"95465.166865","98.13","98.13","98.13"
"95468.520889","97.07","97.07","97.07"
"95495.172751","86.67","86.67","86.67"
"95498.521796","100","100","100"
"95525.185861","99.6","99.6","99.6"
"95528.525646","94.07","94.07","94.07"
"95555.18763","100","100","100"
"95558.532932","100","100","100"
"95585.190661","96","96","96"
"95588.53749","100","100","100"
"95615.192413","100","100","100"
"95618.541413","94.8","94.8","94.8"
"95645.204549","98.47","98.47","98.47"
"95675.21014","96.73","96.73","96.73"
"95678.548232","99.27","99.27","99.27"
"95705.212944","100","100","100"
"95708.551388","98.47","98.47","98.47"
"95735.215349","83.8","83.8","83.8"
"95738.554136","89.47","89.47","89.47"
"95765.218292","98.27","98.27","98.27"
"95768.555922","99.67","99.67","99.67"
"95795.220677","100","100","100"
"95798.560402","99.93","99.93","99.93"
"95825.222227","99.6","99.6","99.6"
"95828.565458","100","100","100"
"95855.225369","100","100","100"
"95858.56996","93.27","93.27","93.27"
"95885.230435","93.07","93.07","93.07"
"95888.572012","100","100","100"
"95918.57531","100","100","100"
"95945.235735","100","100","100"
"95948.579922","99.93","99.93","99.93"
"95975.255521","91.13","91.13","91.13"
"95978.585111","100","100","100"
"96005.264678","90.67","90.67","90.67"
"96008.70206","100","100","100"
"96035.267185","99.6","99.6","99.6"
"96038.726734","91.6","91.6","91.6"
"96065.271402","86.73","86.73","86.73"
"96068.730565","93.33","93.33","93.33"
"96095.273819","79.87","79.87","79.87"
"96098.733496","99.87","99.87","99.87"
"96125.275958","100","100","100"
"96128.741669","92.87","92.87","92.87"
"96155.278216","98.67","98.67","98.67"
"96158.745985","100","100","100"
"96185.282069","95.07","95.07","95.07"
"96188.750394","100","100","100"
"96215.284688","93.87","93.87","93.87"
"96218.752156","99","99","99"
"96245.288063","100","100","100"
"96248.760879","100","100","100"
"96275.290245","99.6","99.6","99.6"
"96278.770895","93.33","93.33","93.33"
"96305.291288","100","100","100"
"96308.773118","100","100","100"
"96335.293549","97.67","97.67","97.67"
"96338.780665","98.33","98.33","98.33"
"96365.31742","99.73","99.73","99.73"
"96368.785509","96.33","96.33","96.33"
"96395.358733","98.93","98.93","98.93"
"96398.789345","100","100","100"
"96425.367061","100","100","100"
"96428.791556","100","100","100"
"96455.377957","99.47","99.47","99.47"
"96485.380611","100","100","100"
"96488.817491","96.6","96.6","96.6"
"96515.38319","99.73","99.73","99.73"
"96518.822124","100","100","100"
"96545.40616","99.87","99.87","99.87"
"96548.826347","93.33","93.33","93.33"
"96575.418504","92.8","92.8","92.8"
"96578.830568","98.27","98.27","98.27"
"96605.421014","99.73","99.73","99.73"
"96608.838209","97.6","97.6","97.6"
"96635.433344","100","100","100"
"96638.848716","92.6","92.6","92.6"
"96665.448012","98.8","98.8","98.8"
"96668.852013","100","100","100"
"96698.999228","99.47","99.47","99.47"
"96725.454733","99.87","99.87","99.87"
"96729.008102","100","100","100"
"96755.458515","99.73","99.73","99.73"
"96759.01055","99.8","99.8","99.8"
"96785.460586","99.53","99.53","99.53"
"96789.012383","93.33","93.33","93.33"
"96815.464203","97.93","97.93","97.93"
"96819.015389","96.87","96.87","96.87"
"96845.467268","100","100","100"
"96849.017413","99.93","99.93","99.93"
"96875.476541","99.67","99.67","99.67"
"96879.02078","99","99","99"
"96905.48056","92.27","92.27","92.27"
"96909.02164","100","100","100"
"96935.483364","100","100","100"
"96939.024239","99.67","99.67","99.67"
"96965.488506","96.47","96.47","96.47"
"96969.027359","90.13","90.13","90.13"
"96995.547927","100","100","100"
"96999.030693","94.13","94.13","94.13"
"97025.969728","98.8","98.8","98.8"
"97029.034526","97","97","97"
"97055.984185","93.47","93.47","93.47"
"97059.038825","100","100","100"
"97085.988591","99.87","99.87","99.87"
"97089.042747","92.53","92.53","92.53"
"97115.991147","100","100","100"
"97119.046006","100","100","100"
"97145.994608","99.73","99.73","99.73"
"97149.049822","99.53","99.53","99.53"
"97176.006714","100","100","100"
"97179.052836","94.47","94.47","94.47"
"97206.012465","99.13","99.13","99.13"
"97236.017738","94.87","94.87","94.87"
"97239.058681","99.53","99.53","99.53"
"97266.042291","100","100","100"
"97269.060547","95","95","95"
"97296.059291","100","100","100"
"97299.065715","86.87","86.87","86.87"
"97326.061992","100","100","100"
"97329.070052","99.93","99.93","99.93"
"97356.063638","99.93","99.93","99.93"
"97359.071935","99.93","99.93","99.93"
"97386.066783","100","100","100"
"97389.075415","100","100","100"
"97416.069535","100","100","100"
"97419.076619","99.87","99.87","99.87"
"97446.071494","100","100","100"
"97449.079991","97.6","97.6","97.6"
"97476.073654","99.27","99.27","99.27"
"97479.082006","100","100","100"
"97506.076289","97.47","97.47","97.47"
"97509.0856","100","100","100"
"97536.078176","93.53","93.53","93.53"
"97539.088805","100","100","100"
"97569.089827","99.07","99.07","99.07"
"97596.082724","87.67","87.67","87.67"
"97599.092331","94","94","94"
"97626.084784","98.2","98.2","98.2"
"97629.093563","99.33","99.33","99.33"
"97656.086941","99.73","99.73","99.73"
"97659.095145","100","100","100"
"97686.089043","45.67","45.67","45.67"
"97689.096057","100","100","100"
"97716.098666","81.8","81.8","81.8"
"97719.098404","99.8","99.8","99.8"
"97746.1075","53.47","53.47","53.47"
"97749.100411","89.4","89.4","89.4"
"97776.112117","95.87","95.87","95.87"
"97779.103895","99.93","99.93","99.93"
"97806.115433","95.47","95.47","95.47"
"97809.145193","100","100","100"
"97836.137495","99.73","99.73","99.73"
"97839.154636","100","100","100"
"97866.140851","100","100","100"
"97869.158319","100","100","100"
"97896.141684","97.93","97.93","97.93"
"97899.160641","94.13","94.13","94.13"
"97926.143771","99.67","99.67","99.67"
"97929.189325","93.93","93.93","93.93"
"97956.147314","99.93","99.93","99.93"
"97959.194031","84.13","84.13","84.13"
"97986.150381","99.93","99.93","99.93"
"98016.154227","100","100","100"
"98019.202738","98.6","98.6","98.6"
"98046.157285","97.73","97.73","97.73"
"98049.206593","99.93","99.93","99.93"
"98076.159396","100","100","100"
"98079.218558","100","100","100"
"98106.163746","100","100","100"
"98109.221512","95.73","95.73","95.73"
"98136.167985","100","100","100"
"98139.247074","99.67","99.67","99.67"
"98166.16899","100","100","100"
"98169.248967","91.47","91.47","91.47"
"98196.171851","99.93","99.93","99.93"
"98199.252802","100","100","100"
"98226.174651","100","100","100"
"98229.281548","100","100","100"
"98256.178359","76.13","76.13","76.13"
"98259.519919","100","100","100"
"98286.20003","90.07","90.07","90.07"
"98289.520893","99.93","99.93","99.93"
"98316.20194","100","100","100"
"98319.522764","100","100","100"
"98346.219206","90.8","90.8","90.8"
"98349.528581","94.67","94.67","94.67"
"98376.231138","100","100","100"
"98379.53251","99.87","99.87","99.87"
"98409.536118","99.4","99.4","99.4"
"98436.234032","96.53","96.53","96.53"
"98439.540518","99.93","99.93","99.93"
"98466.237579","99.87","99.87","99.87"
"98469.554253","99.67","99.67","99.67"
"98496.436116","99.67","99.67","99.67"
"98499.564655","100","100","100"
"98526.670675","98.53","98.53","98.53"
"98529.566541","100","100","100"
"98556.673579","99.47","99.47","99.47"
"98559.568034","99.67","99.67","99.67"
"98586.678032","100","100","100"
"98589.5699","100","100","100"
"98616.681019","99.93","99.93","99.93"
"98619.572281","100","100","100"
"98646.683664","99.4","99.4","99.4"
"98649.573255","99.73","99.73","99.73"
"98676.68653","100","100","100"
"98679.577008","99.6","99.6","99.6"
"98706.688428","98.93","98.93","98.93"
"98709.582225","99.33","99.33","99.33"
"98736.691845","97.8","97.8","97.8"
"98766.694309","99","99","99"
"98769.586373","93.33","93.33","93.33"
"98796.699859","89.87","89.87","89.87"
"98799.58883","98.67","98.67","98.67"
"98826.703912","100","100","100"
"98829.593629","99.4","99.4","99.4"
"98856.705004","100","100","100"
"98859.594623","97.13","97.13","97.13"
"98886.718586","98.47","98.47","98.47"
"98889.600219","100","100","100"
"98916.725539","92.93","92.93","92.93"
"98919.604306","97","97","97"
"98946.734087","98.93","98.93","98.93"
"98949.606303","100","100","100"
"98976.751294","83.93","83.93","83.93"
"98979.610253","93.33","93.33","93.33"
"99006.75337","100","100","100"
"99009.611297","100","100","100"
"99036.75531","100","100","100"
"99039.613562","99.67","99.67","99.67"
"99066.756287","94.93","94.93","94.93"
"99069.625734","98.33","98.33","98.33"
"99096.758339","100","100","100"
"99099.637247","100","100","100"
"99126.764583","93.33","93.33","93.33"
"99129.639021","99.87","99.87","99.87"
"99156.767818","100","100","100"
"99159.641874","99.4","99.4","99.4"
"99189.64493","48.73","48.73","48.73"
"99216.774348","100","100","100"
"99219.652232","72.13","72.13","72.13"
"99246.777773","99.6","99.6","99.6"
"99249.659326","53.53","53.53","53.53"
"99276.780726","98.8","98.8","98.8"
"99279.660236","93.47","93.47","93.47"
"99306.782629","96.8","96.8","96.8"
"99309.665575","100","100","100"
"99336.785745","98.47","98.47","98.47"
"99339.668764","99.33","99.33","99.33"
"99366.788907","99.93","99.93","99.93"
"99369.671043","99.13","99.13","99.13"
"99396.791353","99.87","99.87","99.87"
"99399.672227","99.93","99.93","99.93"
"99426.79404","100","100","100"
"99429.673489","99.93","99.93","99.93"
"99456.798917","100","100","100"
"99459.678662","99.87","99.87","99.87"
"99486.802732","87.27","87.27","87.27"
"99489.682827","99.6","99.6","99.6"
"99516.80364","99.67","99.67","99.67"
"99519.701755","100","100","100"
"99546.809158","98.27","98.27","98.27"
"99576.812971","92.67","92.67","92.67"
"99579.709801","100","100","100"
"99606.815672","87","87","87"
"99609.713728","100","100","100"
"99636.818661","95.67","95.67","95.67"
"99639.72123","99.93","99.93","99.93"
"99666.822296","93.33","93.33","93.33"
"99669.725258","96.93","96.93","96.93"
"99696.833998","99.93","99.93","99.93"
"99699.730494","100","100","100"
"99726.841703","99.8","99.8","99.8"
"99729.731773","100","100","100"
"99756.844371","99.87","99.87","99.87"
"99759.732779","100","100","100"
"99786.852258","96","96","96"
"99789.736853","94.8","94.8","94.8"
"99816.861543","100","100","100"
"99819.759743","100","100","100"
"99846.864007","100","100","100"
"99849.762916","98.33","98.33","98.33"
"99876.879766","99.4","99.4","99.4"
"99879.765953","100","100","100"
"99906.88738","100","100","100"
"99909.769292","99.27","99.27","99.27"
"99936.890313","99.73","99.73","99.73"
"99939.770168","99.53","99.53","99.53"
"99966.892844","99.33","99.33","99.33"
"99969.774865","100","100","100"
"99999.777581","99.93","99.93","99.93"
"100026.946847","100","100","100"
"100029.781003","100","100","100"
"100056.949627","98.87","98.87","98.87"
"100059.783408","100","100","100"
"100086.952309","99.93","99.93","99.93"
"100089.803154","100","100","100"
"100116.954478","99.53","99.53","99.53"
"100119.814803","96.13","96.13","96.13"
"100146.973726","97.13","97.13","97.13"
"100149.818132","100","100","100"
"100176.980122","100","100","100"
"100179.819086","99.33","99.33","99.33"
"100206.983936","93.33","93.33","93.33"
"100209.820033","87.47","87.47","87.47"
"100236.986244","99.93","99.93","99.93"
"100239.821622","99.93","99.93","99.93"
"100267.013349","100","100","100"
"100269.823703","100","100","100"
"100297.023955","90.67","90.67","90.67"
"100299.827616","99.87","99.87","99.87"
"100327.104337","100","100","100"
"100357.222484","99.73","99.73","99.73"
"100359.834834","100","100","100"
"100387.528133","100","100","100"
"100389.837544","99.4","99.4","99.4"
"100417.581474","99.47","99.47","99.47"
"100419.838562","99.73","99.73","99.73"
"100447.603546","86.67","86.67","86.67"
"100449.843779","100","100","100"
"100477.607712","97.33","97.33","97.33"
"100479.847197","100","100","100"
"100507.610944","100","100","100"
"100509.852373","99.13","99.13","99.13"
"100537.614547","99.93","99.93","99.93"
"100539.857351","100","100","100"
"100567.61554","100","100","100"
"100569.866531","100","100","100"
"100597.617724","100","100","100"
"100599.87842","100","100","100"
"100627.621679","99.07","99.07","99.07"
"100629.886088","100","100","100"
"100657.623634","100","100","100"
"100659.890272","100","100","100"
"100687.624609","99.8","99.8","99.8"
"100689.894118","96.8","96.8","96.8"
"100717.626673","91.27","91.27","91.27"
"100719.897532","95.8","95.8","95.8"
"100747.62908","86.93","86.93","86.93"
"100749.902393","100","100","100"
"100779.922831","100","100","100"
"100807.634901","99.4","99.4","99.4"
"100809.926292","100","100","100"
"100837.755737","99.73","99.73","99.73"
"100839.928671","100","100","100"
"100867.763381","100","100","100"
"100869.93082","100","100","100"
"100897.767265","97.13","97.13","97.13"
"100899.931751","99.93","99.93","99.93"
"100927.770341","100","100","100"
"100929.93675","92.33","92.33","92.33"
"100957.772979","100","100","100"
"100959.945773","96.73","96.73","96.73"
"100987.775016","98.8","98.8","98.8"
"100989.948788","90.87","90.87","90.87"
"101017.781584","100","100","100"
"101019.951008","99.67","99.67","99.67"
"101047.785027","95.27","95.27","95.27"
"101049.954933","93.33","93.33","93.33"
"101077.836605","100","100","100"
"101079.958378","89.2","89.2","89.2"
"101107.83891","100","100","100"
"101109.96261","86.8","86.8","86.8"
"101138.109473","90.2","90.2","90.2"
"101168.285263","88.47","88.47","88.47"
"101169.970832","100","100","100"
"101198.29122","100","100","100"
"101199.983745","100","100","100"
"101228.29396","99.07","99.07","99.07"
"101229.987758","93.33","93.33","93.33"
"101258.297486","99.2","99.2","99.2"
"101259.989648","100","100","100"
"101288.300384","99.73","99.73","99.73"
"101289.991896","99.93","99.93","99.93"
"101318.304641","99.6","99.6","99.6"
"101319.992841","100","100","100"
"101348.307454","100","100","100"
"101349.99575","99.93","99.93","99.93"
"101378.311016","100","100","100"
"101379.998744","93.33","93.33","93.33"
"101408.315722","93.73","93.73","93.73"
"101410.001492","99.4","99.4","99.4"
"101438.317864","97.47","97.47","97.47"
"101440.00599","99.93","99.93","99.93"
"101468.320326","99.87","99.87","99.87"
"101470.014158","97.8","97.8","97.8"
"101498.345207","100","100","100"
"101500.037789","100","100","100"
"101528.348727","89.87","89.87","89.87"
"101530.039787","99.73","99.73","99.73"
"101558.351732","99.73","99.73","99.73"
"101560.043927","100","100","100"
"101588.355009","99.67","99.67","99.67"
"101590.049721","94.87","94.87","94.87"
"101620.063136","100","100","100"
"101648.359443","92.27","92.27","92.27"
"101650.06405","99.87","99.87","99.87"
"101678.36884","92.33","92.33","92.33"
"101680.068272","99.47","99.47","99.47"
"101708.374024","99.93","99.93","99.93"
"101710.070921","100","100","100"
"101738.385543","93.67","93.67","93.67"
"101740.073092","99.93","99.93","99.93"
"101768.392591","85.27","85.27","85.27"
"101770.075552","100","100","100"
"101798.394946","89.53","89.53","89.53"
"101800.076509","100","100","100"
"101828.421472","88.13","88.13","88.13"
"101830.081837","94.27","94.27","94.27"
"101858.424041","100","100","100"
"101860.085222","100","100","100"
"101888.431443","90.47","90.47","90.47"
"101918.618341","95.6","95.6","95.6"
"101920.136903","93.6","93.6","93.6"
"101948.741238","96.53","96.53","96.53"
"101950.138779","100","100","100"
"101978.743961","94.13","94.13","94.13"
"101980.142003","95.4","95.4","95.4"
"102008.74603","97.67","97.67","97.67"
"102010.146225","100","100","100"
"102038.748616","99.67","99.67","99.67"
"102040.148385","99.67","99.67","99.67"
"102068.751706","100","100","100"
"102070.152838","100","100","100"
"102098.756501","96.67","96.67","96.67"
"102100.157449","100","100","100"
"102128.758461","97.8","97.8","97.8"
"102130.159299","100","100","100"
"102158.761786","96.33","96.33","96.33"
"102160.163364","93.13","93.13","93.13"
"102188.769924","98.2","98.2","98.2"
"102190.164273","100","100","100"
"102218.773607","99.87","99.87","99.87"
"102220.170189","98.87","98.87","98.87"
"102248.78187","100","100","100"
"102250.217598","98.73","98.73","98.73"
"102278.787324","99.53","99.53","99.53"
"102280.467043","95.73","95.73","95.73"
"102308.794377","87.53","87.53","87.53"
"102310.489834","97.8","97.8","97.8"
"102338.796552","76.67","76.67","76.67"
"102340.493404","86.33","86.33","86.33"
"102368.798269","95.67","95.67","95.67"
"102370.50171","100","100","100"
"102398.799177","99.07","99.07","99.07"
"102400.504538","97","97","97"
"102430.512055","98.2","98.2","98.2"
"102458.817929","48.47","48.47","48.47"
"102460.518212","99.73","99.73","99.73"
"102488.823963","46.87","46.87","46.87"
"102490.529823","93.4","93.4","93.4"
"102518.826619","86.67","86.67","86.67"
"102520.538744","100","100","100"
"102548.849799","87","87","87"
"102550.539936","90.73","90.73","90.73"
"102578.859069","86.27","86.27","86.27"
"102580.542665","98.47","98.47","98.47"
"102608.865225","99.87","99.87","99.87"
"102610.546186","100","100","100"
"102638.932429","100","100","100"
"102640.548713","100","100","100"
"102668.989781","98.87","98.87","98.87"
"102698.991899","96.87","96.87","96.87"
"102700.559439","88.87","88.87","88.87"
"102728.997493","100","100","100"
"102730.56452","93.73","93.73","93.73"
"102759.074033","98","98","98"
"102760.569058","84.2","84.2","84.2"
"102789.074886","99.73","99.73","99.73"
"102790.57319","99.8","99.8","99.8"
"102819.076759","98.6","98.6","98.6"
"102820.57497","93.6","93.6","93.6"
"102849.079785","93.33","93.33","93.33"
"102850.578593","99","99","99"
"102879.146458","96.93","96.93","96.93"
"102880.582767","100","100","100"
"102909.240488","94.47","94.47","94.47"
"102910.589482","91.13","91.13","91.13"
"102939.242878","100","100","100"
"102940.593267","99.13","99.13","99.13"
"102969.248122","99.87","99.87","99.87"
"102970.596797","93.27","93.27","93.27"
"102999.254457","100","100","100"
"103000.601361","96.33","96.33","96.33"
"103029.261045","88.73","88.73","88.73"
"103030.607492","93.33","93.33","93.33"
"103059.262989","93.47","93.47","93.47"
"103060.611763","93.33","93.33","93.33"
"103089.265708","87","87","87"
"103090.614832","92.53","92.53","92.53"
"103119.268818","92.4","92.4","92.4"
"103120.618081","100","100","100"
"103149.271148","87.73","87.73","87.73"
"103150.619753","99.8","99.8","99.8"
"103180.620708","99.93","99.93","99.93"
"103209.318784","90.8","90.8","90.8"
"103210.622945","100","100","100"
"103239.340837","98.07","98.07","98.07"
"103240.625475","99.8","99.8","99.8"
"103269.343092","93.33","93.33","93.33"
"103270.627347","98.93","98.93","98.93"
"103299.346183","88.4","88.4","88.4"
"103300.628381","100","100","100"
"103329.36358","87.8","87.8","87.8"
"103330.632115","91.2","91.2","91.2"
"103359.500831","94.93","94.93","94.93"
"103360.635857","100","100","100"
"103389.514778","99.87","99.87","99.87"
"103390.636912","99.53","99.53","99.53"
"103419.51894","99.93","99.93","99.93"
"103420.639273","100","100","100"
"103449.570031","99.6","99.6","99.6"
"103479.572971","90.87","90.87","90.87"
"103480.662785","100","100","100"
"103509.581572","98","98","98"
"103510.687233","86.87","86.87","86.87"
"103539.588578","93.33","93.33","93.33"
"103540.708531","93.33","93.33","93.33"
"103569.591375","99.47","99.47","99.47"
"103570.796057","100","100","100"
"103599.609674","98","98","98"
"103600.834679","93.33","93.33","93.33"
"103629.652821","96.33","96.33","96.33"
"103630.938576","95.07","95.07","95.07"
"103659.916998","86","86","86"
"103660.94239","99.73","99.73","99.73"
"103689.970053","100","100","100"
"103690.943673","93.4","93.4","93.4"
"103719.974205","88.67","88.67","88.67"
"103720.944654","99.73","99.73","99.73"
"103749.97604","95.6","95.6","95.6"
"103750.945596","100","100","100"
"103779.994933","93.67","93.67","93.67"
"103781.054367","99.93","99.93","99.93"
"103809.996912","98.53","98.53","98.53"
"103811.105177","100","100","100"
"103839.999065","93.33","93.33","93.33"
"103841.106278","100","100","100"
"103870.001229","97.27","97.27","97.27"
"103871.107114","99.6","99.6","99.6"
"103901.148448","100","100","100"
"103930.004857","98.13","98.13","98.13"
"103931.191555","100","100","100"
"103960.009406","99.67","99.67","99.67"
"103961.196037","100","100","100"
"103990.019051","98.6","98.6","98.6"
"103991.273259","86.67","86.67","86.67"
"104020.024097","93.33","93.33","93.33"
"104021.274211","98.93","98.93","98.93"
"104050.026682","92.8","92.8","92.8"
"104051.281674","100","100","100"
"104080.029056","93.27","93.27","93.27"
"104081.29642","99.93","99.93","99.93"
"104110.05416","93.33","93.33","93.33"
"104111.301416","100","100","100"
"104140.055986","99.47","99.47","99.47"
"104141.302768","100","100","100"
"104170.061105","99.87","99.87","99.87"
"104171.303665","100","100","100"
"104200.063763","98.2","98.2","98.2"
"104201.30463","100","100","100"
"104230.068458","100","100","100"
"104231.306487","95.73","95.73","95.73"
"104260.071678","95.87","95.87","95.87"
"104261.324909","100","100","100"
"104290.135088","92.73","92.73","92.73"
"104320.137118","97.8","97.8","97.8"
"104321.389569","93.53","93.53","93.53"
"104350.14079","90.73","90.73","90.73"
"104351.390488","100","100","100"
"104380.146133","94.8","94.8","94.8"
"104381.414832","100","100","100"
"104410.237739","91.53","91.53","91.53"
"104411.520552","100","100","100"
"104440.252332","99.53","99.53","99.53"
"104441.562233","93.33","93.33","93.33"
"104470.25939","95.47","95.47","95.47"
"104471.571579","100","100","100"
"104500.261644","100","100","100"
"104501.582857","100","100","100"
"104530.264396","99.27","99.27","99.27"
"104531.583991","100","100","100"
"104560.267182","93.07","93.07","93.07"
"104561.617796","99.73","99.73","99.73"
"104590.269571","89.13","89.13","89.13"
"104591.64528","93.4","93.4","93.4"
"104620.272245","100","100","100"
"104621.650889","96.6","96.6","96.6"
"104650.276778","99.27","99.27","99.27"
"104651.679582","100","100","100"
"104681.680488","91.67","91.67","91.67"
"104710.283964","100","100","100"
"104711.696437","93.87","93.87","93.87"
"104740.28499","99.67","99.67","99.67"
"104741.697354","100","100","100"
"104770.288366","99.13","99.13","99.13"
"104771.709587","89.8","89.8","89.8"
"104800.294302","97.73","97.73","97.73"
"104801.773104","99.67","99.67","99.67"
"104830.299721","99.53","99.53","99.53"
"104831.773989","100","100","100"
"104860.301955","92.27","92.27","92.27"
"104861.774786","99.93","99.93","99.93"
"104890.33973","99.07","99.07","99.07"
"104891.799946","98.2","98.2","98.2"
"104920.342334","99.47","99.47","99.47"
"104921.814829","100","100","100"
"104950.345573","99.4","99.4","99.4"
"104951.832271","100","100","100"
"104980.347979","97.73","97.73","97.73"
"104981.834215","99.87","99.87","99.87"
"105010.348951","99.67","99.67","99.67"
"105011.939816","92.8","92.8","92.8"
"105040.351811","95.8","95.8","95.8"
"105041.97443","100","100","100"
"105070.353809","99.6","99.6","99.6"
"105071.986358","95.8","95.8","95.8"
"105100.368007","98.53","98.53","98.53"
"105130.371764","97.27","97.27","97.27"
"105132.030684","100","100","100"
"105160.374477","98.73","98.73","98.73"
"105162.032666","99.73","99.73","99.73"
"105190.377802","100","100","100"
"105192.165383","100","100","100"
"105220.38248","98.87","98.87","98.87"
"105222.257448","100","100","100"
"105250.38524","100","100","100"
"105252.258403","93.53","93.53","93.53"
"105280.386168","100","100","100"
"105282.259344","93.33","93.33","93.33"
"105310.411775","100","100","100"
"105312.260349","100","100","100"
"105340.437716","94.93","94.93","94.93"
"105342.348515","80.67","80.67","80.67"
"105370.440959","98.87","98.87","98.87"
"105372.351944","98.67","98.67","98.67"
"105400.449588","99.93","99.93","99.93"
"105402.369936","100","100","100"
"105430.456189","94.27","94.27","94.27"
"105432.382992","93.4","93.4","93.4"
"105462.394084","93.33","93.33","93.33"
"105490.517518","91.4","91.4","91.4"
"105492.394994","100","100","100"
"105520.525548","98.07","98.07","98.07"
"105522.395969","100","100","100"
"105550.529978","99.93","99.93","99.93"
"105552.396951","93.07","93.07","93.07"
"105580.531996","100","100","100"
"105582.42352","93.33","93.33","93.33"
"105610.536348","93.53","93.53","93.53"
"105612.542676","84.73","84.73","84.73"
"105640.54176","93.33","93.33","93.33"
"105642.543725","99.93","99.93","99.93"
"105670.542702","100","100","100"
"105672.555104","99.93","99.93","99.93"
"105700.54513","91.73","91.73","91.73"
"105702.591807","100","100","100"
"105730.548349","99.87","99.87","99.87"
"105732.596537","93.33","93.33","93.33"
"105760.551458","99.2","99.2","99.2"
"105762.597466","100","100","100"
"105790.553515","99.53","99.53","99.53"
"105792.598313","99.73","99.73","99.73"
"105820.554689","100","100","100"
"105822.636267","99.73","99.73","99.73"
"105850.557849","99.93","99.93","99.93"
"105852.63723","100","100","100"
"105880.573176","67.07","67.07","67.07"
"105882.638657","96.07","96.07","96.07"
"105910.575872","56.67","56.67","56.67"
"105940.578198","53.33","53.33","53.33"
"105942.714646","100","100","100"
"105970.580426","100","100","100"
"105972.739067","93.33","93.33","93.33"
"106000.581499","100","100","100"
"106002.807907","100","100","100"
"106030.610799","99.07","99.07","99.07"
"106032.844086","95.33","95.33","95.33"
"106060.617745","100","100","100"
"106062.919486","95.33","95.33","95.33"
"106090.622901","85.27","85.27","85.27"
"106092.9859","93.33","93.33","93.33"
"106120.626767","99.93","99.93","99.93"
"106123.063333","100","100","100"
"106150.629652","93.4","93.4","93.4"
"106153.332194","93.27","93.27","93.27"
"106180.632869","94.33","94.33","94.33"
"106183.510416","97","97","97"
"106210.636362","86.2","86.2","86.2"
"106213.512335","93.07","93.07","93.07"
"106243.556241","99.07","99.07","99.07"
"106270.652639","86.4","86.4","86.4"
"106273.599973","100","100","100"
"106300.657145","86.67","86.67","86.67"
"106303.600933","99.6","99.6","99.6"
"106330.661441","89.6","89.6","89.6"
"106333.602988","99.8","99.8","99.8"
"106360.6636","92.67","92.67","92.67"
"106363.622996","86.87","86.87","86.87"
"106390.667117","98.07","98.07","98.07"
"106393.630657","92.6","92.6","92.6"
"106420.671053","99.73","99.73","99.73"
"106423.63156","99.8","99.8","99.8"
"106450.673422","93.2","93.2","93.2"
"106453.632598","99.93","99.93","99.93"
"106480.674432","99.93","99.93","99.93"
"106483.651279","99.93","99.93","99.93"
"106510.678689","93.47","93.47","93.47"
"106513.658482","99.73","99.73","99.73"
"106540.684772","95.07","95.07","95.07"
"106543.673054","100","100","100"
"106570.687755","100","100","100"
"106573.702142","93.33","93.33","93.33"
"106600.690141","99.53","99.53","99.53"
"106603.703446","100","100","100"
"106630.72134","94.93","94.93","94.93"
