"Relative Time (Process)","base_config_0118 - system/gpu.0.memoryAllocated","base_config_0118 - system/gpu.0.memoryAllocated__MIN","base_config_0118 - system/gpu.0.memoryAllocated__MAX","base_config_0118 - system/gpu.1.memoryAllocated","base_config_0118 - system/gpu.1.memoryAllocated__MIN","base_config_0118 - system/gpu.1.memoryAllocated__MAX","base_config_0118 - system/gpu.2.memoryAllocated","base_config_0118 - system/gpu.2.memoryAllocated__MIN","base_config_0118 - system/gpu.2.memoryAllocated__MAX","base_config_0118 - system/gpu.3.memoryAllocated","base_config_0118 - system/gpu.3.memoryAllocated__MIN","base_config_0118 - system/gpu.3.memoryAllocated__MAX"
"101830.081837","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101858.424041","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101860.085222","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101888.431443","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101918.618341","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101920.136903","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101948.741238","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101950.138779","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101978.743961","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101980.142003","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102008.74603","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102010.146225","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102038.748616","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102040.148385","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102068.751706","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102070.152838","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102098.756501","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102100.157449","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102128.758461","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102130.159299","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102158.761786","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102160.163364","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102188.769924","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102190.164273","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102218.773607","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102220.170189","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102248.78187","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102250.217598","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102278.787324","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102280.467043","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102308.794377","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102310.489834","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102338.796552","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102340.493404","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102368.798269","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102370.50171","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102398.799177","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102400.504538","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102430.512055","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102458.817929","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102460.518212","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102488.823963","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102490.529823","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102518.826619","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102520.538744","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102548.849799","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102550.539936","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102578.859069","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102580.542665","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102608.865225","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102610.546186","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102638.932429","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102640.548713","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102668.989781","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102698.991899","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102700.559439","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102728.997493","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102730.56452","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102759.074033","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102760.569058","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102789.074886","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102790.57319","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102819.076759","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102820.57497","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102849.079785","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102850.578593","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102879.146458","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102880.582767","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102909.240488","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102910.589482","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102939.242878","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102940.593267","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102969.248122","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"102970.596797","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"102999.254457","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103000.601361","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103029.261045","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103030.607492","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103059.262989","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103060.611763","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103089.265708","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103090.614832","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103119.268818","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103120.618081","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103149.271148","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103150.619753","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103180.620708","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103209.318784","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103210.622945","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103239.340837","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103240.625475","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103269.343092","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103270.627347","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103299.346183","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103300.628381","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103329.36358","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103330.632115","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103359.500831","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103360.635857","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103389.514778","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103390.636912","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103419.51894","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103420.639273","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103449.570031","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103479.572971","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103480.662785","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103509.581572","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103510.687233","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103539.588578","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103540.708531","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103569.591375","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103570.796057","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103599.609674","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103600.834679","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103629.652821","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103630.938576","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103659.916998","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103660.94239","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103689.970053","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103690.943673","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103719.974205","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103720.944654","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103749.97604","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103750.945596","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103779.994933","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103781.054367","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103809.996912","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103811.105177","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103839.999065","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103841.106278","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103870.001229","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103871.107114","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103901.148448","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103930.004857","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103931.191555","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103960.009406","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103961.196037","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"103990.019051","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"103991.273259","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"104020.024097","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104021.274211","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"104050.026682","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104051.281674","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"104080.029056","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104081.29642","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"104110.05416","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104111.301416","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"104140.055986","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104141.302768","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"104170.061105","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104171.303665","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"104200.063763","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104201.30463","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"104230.068458","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104231.306487","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"104260.071678","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104261.324909","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"104290.135088","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104320.137118","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"104321.389569","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
