"Relative Time (Process)","base_config_0118 - system/gpu.0.memoryAllocated","base_config_0118 - system/gpu.0.memoryAllocated__MIN","base_config_0118 - system/gpu.0.memoryAllocated__MAX","base_config_0118 - system/gpu.1.memoryAllocated","base_config_0118 - system/gpu.1.memoryAllocated__MIN","base_config_0118 - system/gpu.1.memoryAllocated__MAX","base_config_0118 - system/gpu.2.memoryAllocated","base_config_0118 - system/gpu.2.memoryAllocated__MIN","base_config_0118 - system/gpu.2.memoryAllocated__MAX","base_config_0118 - system/gpu.3.memoryAllocated","base_config_0118 - system/gpu.3.memoryAllocated__MIN","base_config_0118 - system/gpu.3.memoryAllocated__MAX"
"98046.157285","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98049.206593","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98076.159396","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98079.218558","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98106.163746","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98109.221512","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98136.167985","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98139.247074","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98166.16899","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98169.248967","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98196.171851","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98199.252802","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98226.174651","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98229.281548","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98256.178359","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98259.519919","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98286.20003","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98289.520893","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98316.20194","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98319.522764","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98346.219206","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98349.528581","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98376.231138","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98379.53251","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98409.536118","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98436.234032","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98439.540518","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98466.237579","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98469.554253","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98496.436116","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98499.564655","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98526.670675","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98529.566541","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98556.673579","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98559.568034","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98586.678032","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98589.5699","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98616.681019","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98619.572281","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98646.683664","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98649.573255","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98676.68653","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98679.577008","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98706.688428","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98709.582225","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98736.691845","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98766.694309","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98769.586373","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98796.699859","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98799.58883","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98826.703912","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98829.593629","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98856.705004","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98859.594623","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98886.718586","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98889.600219","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98916.725539","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98919.604306","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98946.734087","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98949.606303","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"98976.751294","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"98979.610253","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99006.75337","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99009.611297","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99036.75531","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99039.613562","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99066.756287","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99069.625734","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99096.758339","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99099.637247","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99126.764583","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99129.639021","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99156.767818","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99159.641874","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99189.64493","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99216.774348","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99219.652232","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99246.777773","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99249.659326","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99276.780726","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99279.660236","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99306.782629","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99309.665575","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99336.785745","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99339.668764","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99366.788907","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99369.671043","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99396.791353","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99399.672227","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99426.79404","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99429.673489","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99456.798917","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99459.678662","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99486.802732","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99489.682827","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99516.80364","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99519.701755","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99546.809158","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99576.812971","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99579.709801","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99606.815672","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99609.713728","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99636.818661","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99639.72123","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99666.822296","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99669.725258","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99696.833998","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99699.730494","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99726.841703","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99729.731773","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99756.844371","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99759.732779","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99786.852258","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99789.736853","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99816.861543","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99819.759743","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99846.864007","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99849.762916","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99876.879766","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99879.765953","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99906.88738","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99909.769292","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99936.890313","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99939.770168","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99966.892844","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"99969.774865","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"99999.777581","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100026.946847","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100029.781003","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100056.949627","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100059.783408","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100086.952309","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100089.803154","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100116.954478","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100119.814803","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100146.973726","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100149.818132","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100176.980122","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100179.819086","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100206.983936","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100209.820033","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100236.986244","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100239.821622","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100267.013349","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100269.823703","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100297.023955","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100299.827616","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100327.104337","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100357.222484","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100359.834834","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100387.528133","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100389.837544","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100417.581474","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100419.838562","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100447.603546","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100449.843779","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100477.607712","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100479.847197","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100507.610944","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100509.852373","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100537.614547","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100539.857351","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100567.61554","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100569.866531","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100597.617724","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100599.87842","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100627.621679","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100629.886088","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100657.623634","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100659.890272","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100687.624609","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100689.894118","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100717.626673","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100719.897532","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100747.62908","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100749.902393","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100779.922831","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100807.634901","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100809.926292","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100837.755737","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100839.928671","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100867.763381","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100869.93082","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100897.767265","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100899.931751","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100927.770341","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100929.93675","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100957.772979","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100959.945773","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"100987.775016","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"100989.948788","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101017.781584","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101019.951008","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101047.785027","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101049.954933","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101077.836605","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101079.958378","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101107.83891","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101109.96261","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101138.109473","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101168.285263","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101169.970832","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101198.29122","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101199.983745","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101228.29396","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101229.987758","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101258.297486","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101259.989648","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101288.300384","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101289.991896","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101318.304641","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101319.992841","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101348.307454","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101349.99575","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101378.311016","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101379.998744","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101408.315722","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101410.001492","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101438.317864","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101440.00599","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101468.320326","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101470.014158","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101498.345207","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101500.037789","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101528.348727","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101530.039787","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101558.351732","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101560.043927","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101588.355009","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101590.049721","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101620.063136","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101648.359443","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101650.06405","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101678.36884","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101680.068272","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101708.374024","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101710.070921","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101738.385543","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101740.073092","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101768.392591","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101770.075552","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101798.394946","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
"101800.076509","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"101828.421472","86.62","86.62","86.62","87.53","87.53","87.53","87.15","87.15","87.15","87.52","87.52","87.52"
